Date,Open,High,Low,Close,Adj Close,Volume
9/18/2014,5196.398926,5216.577148,5186.925781,5208.14209,5207.987305,3183023800
9/19/2014,5216.435059,5250.828125,5210.313965,5227.582031,5227.426758,4024323900
9/22/2014,5219.326172,5228.90918,5208.952148,5219.803223,5219.648438,3002682700
9/23/2014,5201.946777,5202.450195,5184.155762,5188.11377,5187.959961,3274456700
9/24/2014,5190.098145,5207.202148,5174.006836,5174.006836,5173.853027,3625854100
9/25/2014,5201.512207,5213.244141,5180.313965,5201.378906,5201.224609,3366138600
9/26/2014,5143.032227,5143.032227,5105.319824,5132.562988,5132.410645,4053151300
9/29/2014,5122.826172,5142.01123,5082.727051,5142.01123,5141.858398,3372723300
9/30/2014,5115.812988,5151.005859,5102.411133,5137.579102,5137.42627,3724096400
10/1/2014,5148.574219,5165.394043,5124.22998,5140.913086,5140.760254,4033148600
10/2/2014,5107.109863,5107.109863,4996.961914,5000.809082,5000.660645,3939885900
10/3/2014,5009.670898,5024.578125,4933.040039,4949.346191,4949.199219,3723923800
10/6/2014,4975.204102,5006.338867,4946.696777,5000.138184,4999.989746,2388932700
10/7/2014,5017.154785,5048.229004,5000.161133,5032.84082,5032.691406,3870868900
10/8/2014,4992.419922,5004.562988,4958.519043,4958.519043,4958.37207,2986764200
10/9/2014,4993.225098,5014.504883,4992.673828,4993.878906,4993.730469,3135350100
10/10/2014,4948.28418,4971.028809,4933.384766,4962.959961,4962.8125,2808648400
10/13/2014,4937.36377,4947.006836,4913.053223,4913.053223,4912.907227,2610009400
10/14/2014,4902.458984,4941.596191,4900.717773,4922.582031,4922.436035,2670104800
10/15/2014,4947.783203,4972.995117,4943.001953,4962.939941,4962.79248,3214653000
10/16/2014,4933.293945,4976.620117,4924.573242,4951.61377,4951.466797,3245217500
10/17/2014,4958.179199,5043.765137,4953.499023,5028.945801,5028.796387,4404319900
10/20/2014,5068.583008,5101.212891,5040.532227,5040.532227,5040.382813,4163622500
10/21/2014,5057.288086,5060.329102,5016.458984,5029.344238,5029.194824,2872288100
10/22/2014,5055.494141,5079.234863,5054.388184,5074.323242,5074.172852,3272543600
10/23/2014,5076.585938,5103.518066,5069.241211,5103.518066,5103.366699,3620509800
10/24/2014,5098.291992,5107.26416,5062.903809,5073.067871,5072.91748,2834151300
